,0,1,2,3,4,5
399,美國,大災難家,2018-01-19,2,"40,128","9,098,219"
400,阿根廷,大犯罪家,2016-04-22,1,2,330
401,中華民國,大約在冬季,2019-12-27,12,5923,1396456
402,日本,大聲點笨蛋！完全不知道你在唱什麼,2018-10-28,3,804,"181,270"
403,英國,大衛‧鮑伊 is…,2018-06-15,3,197,"77,800"
404,英國,大衛‧鮑伊is…,2018-06-15,1,433,"170,500"
405,美國,大說謊家,2019-12-13,24,34818,7950700
406,中國大陸,大象席地而坐,2019-01-11,4,"13,210","27,961"
407,法國,大醫新鮮人,2018-11-16,1,"1,988","412,265"
408,中華民國,大餓,2019-11-15,3,10546,2347236
409,美國,大黃蜂,2018-12-26,3,"653,556","155,948,018"
410,法國,天上再見,2018-01-12,1,"4,933","1,011,080"
411,美國,天人試煉,2017-10-12,1,12,"1,900"
412,阿根廷,天使怎麼了,2019-01-18,1,"1,651","357,029"
413,法國,天使的臉孔,2018-12-07,3,484,"99,147"
414,匈牙利,天使追殺令,2018-04-20,3,"3,470","756,530"
415,馬來西亞,天使，曾經來過,2018-05-25,1,"1,261","255,940"
416,美國,天劫：救贖之戰,2017-12-08,1,"19,047","3,985,347"
417,美國,天堂在405號公路塞車加映慕夏壯麗藝術祭,2018-10-26,1,327,"66,155"
418,法國,天才樂手行不行,2019-01-11,1,"3,482","713,601"
419,日本,天氣之子,2019-09-12,1,685745,164854071
420,中華民國,天生不對,2018-01-26,1,25,"6,320"
421,美國,天靈眼,2018-05-11,2,32,"6,660"
422,俄羅斯,太空漫步,2018-10-19,1,199,"42,950"
423,法國,太陽之女,2019-03-29,1,626,126340
424,中華民國,太陽的孩子,2015-09-25,1,2,400
425,日本,失憶的總理大臣,2019-10-25,2,7691,1698157
426,美國,失控危城,2019-03-29,3,"148,301","33,220,188"
427,法國,失控班!,2019-04-19,1,"1,142","252,609"
428,義大利,失竊神畫：卡拉瓦喬,2019-11-15,1,657,128705
429,美國,失落之城,2017-06-02,1,"6,809","1,263,859"
430,美國,失蹤網紅,2018-09-14,1,"104,907","23,770,866"
431,美國,失速夜狂奔,2017-11-24,1,"3,054","691,793"
432,美國,奇光下的秘密,2017-12-15,1,"2,089","450,669"
433,美國,奇幻遊樂園,2019-04-04,1,53064,11585892
434,德國,奇蹟熱氣球,2018-12-14,1,"2,075","432,497"
435,美國,奇蹟男孩,2017-12-01,1,"274,478","61,207,718"
436,法國,奧尼熊與莎琳鼠,2018-10-08,1,7,700
437,愛爾蘭,奪命大夜班,2019-05-31,2,446,97376
438,英國,奪魂鋸：遊戲重啟,2017-11-10,4,"170,986","39,400,552"
439,美國,奪魂露營車,2019-12-20,1,223,47807
440,阿爾及利亞,女孩要革命,2019-12-06,3,773,161260
441,法國,女王的柯基,2019-04-12,1,"105,076","23,219,463"
442,美國,女王與知己,2017-11-03,4,"31,849","6,885,757"
443,英國,女神們的下午茶,2019-11-22,3,749,155138
444,日本,她不知道那些鳥的名字,2018-01-19,2,"3,649","826,410"
445,南韓,她們的故事,2018-07-27,4,"1,292","288,923"
446,美國,她的搖滾滋味,2019-07-05,2,193,39190
447,法國,她的錯誤教育,2018-08-24,7,"2,313","499,545"
448,美國,好小男孩,2019-09-12,3,36397,8276440
449,中華民國,如常,2019-06-28,1,46626,10011068
450,泰國,妒火的詛咒-娜迦,2019-09-20,7,1972,427468
451,日本,妖怪奇譚集,2019-10-18,4,112,24263
452,日本,妖怪手錶：光影之卷鬼王的復活,2019-01-25,1,"3,103","706,695"
453,南韓,妙探事務所,2018-07-06,1,"1,641","364,720"
454,日本,妳在月夜裡閃耀光輝,2019-06-28,4,843,188608
455,美國,姐姐妹妹殺起來,2017-12-08,1,"3,569","727,997"
456,日本,姐姐的私廚,2018-11-16,1,"2,297","492,831"
457,美國,姐就是美！,2018-05-21,1,"54,804","12,264,655"
458,英國,威尼斯商人,2019-03-29,1,468,316240
459,日本,娼年,2018-08-10,1,"4,264","912,237"
460,美國,婚禮冤家,2018-09-07,2,"27,373","6,323,183"
461,南韓,婚禮的那一天,2018-09-14,2,"8,563","1,994,419"
462,美國,媽媽咪呀！回來了,2018-08-01,1,"112,877","25,276,673"
463,南韓,媽媽的人生食譜,2018-07-13,1,372,"81,935"
464,南韓,嫌疑犯X,2019-03-22,1,289,"63,825"
465,中華民國,嫐,2018-04-20,1,317,"71,350"
466,加拿大,嬰魂不散,2019-02-22,1,"27,455","6,299,695"
467,印度,孟買夜未眠,2019-04-26,1,"1,635","330,210"
468,南韓,季春奶奶,2017-10-27,1,"6,870","1,515,336"
469,中華民國/中國大陸,孤味/繭/擁抱/尋找保羅/Miss World/基石,2019-08-17,1,60,"10,350"
470,日本,孤狼之血,2018-07-20,1,"2,498","531,678"
471,南韓,宅配男逃亡曲,2018-03-09,1,"2,212","456,473"
472,法國,安妮華達 最後一堂課,2019-07-12,6,"2,294","490,830"
473,美國,安娜,2019-06-19,3,152865,34310260
474,英國,安娜與世界末日,2018-12-21,4,182,"39,750"
475,美國,安娜貝爾回家囉,2019-06-25,2,361039,84077501
476,英國,安東尼與克莉奧佩特拉,2019-06-06,4,558,"363,600"
477,英國,安東尼與克莉奧佩特拉(英國國家劇院現場),2019-06-06,4,168,108480
478,美國,安眠醫生,2019-11-08,5,122591,29399074
479,紐西蘭,完全邪惡指南,2019-08-02,1,305,65629
480,南韓,完美搭檔,2019-05-24,1,13733,3143837
481,美國,完美社區謀殺案,2017-12-01,2,"11,822","2,659,289"
482,奧地利,完美結局,2018-02-12,2,"2,933","610,254"
483,法國,家戰,2018-05-11,1,"3,247","689,600"
484,日本,家族的色彩,2019-03-29,1,"2,236","476,567"
485,日本,家族真命苦2,2018-08-03,2,673,"140,035"
486,日本,家族真命苦3：願妻如薔薇,2018-10-26,3,274,"59,470"
487,美國,家有兩個爸X2,2017-12-01,1,"57,494","12,556,065"
488,美國,宿怨,2018-06-15,1,"114,816","26,443,700"
489,匈牙利,寂寞公路,2016-01-29,1,10,"1,500"
490,英國,寂寞大師,2018-04-04,1,"7,077","1,576,524"
491,英國,寂寞裁縫師,2019-10-18,1,2401,495772
492,法國,寂寞診療室,2019-11-29,1,925,196715
493,南韓,寄生上流,2019-06-28,1,626757,146112658
494,日本,寄生下流,2019-07-05,2,529,68910
495,比利時,密室大逃殺,2019-07-05,4,723,165702
496,美國,密弑遊戲,2019-02-27,1,99131,22061612
497,阿根廷,密謀,2018-09-14,1,"9,700","2,219,381"
498,南韓,密陽,2019-02-28,1,"1,210","255,603"
499,英國,富麗秀（英國國家劇院現場）,2018-06-04,5,"1,075","724,440"
500,中華民國,寒單,2019-01-23,3,"221,472","49,291,780"
501,美國,寡婦,2018-12-07,2,"43,631","9,519,738"
502,美國,寵物當家2,2019-06-06,1,253048,57589899
503,中華民國,尊瑪尊瑪：我和她們在喜馬拉雅山的夏天,2018-01-19,1,"1,754","395,095"
504,瑞士,尋愛偵探阿洛伊斯,2018-05-11,1,"1,517","329,625"
505,德國,尋找快樂的15種方法,2015-06-26,1,17,"2,410"
506,美國,尋祕街拍客,2019-08-11,1,12,1830
507,美國,對頭冤家,2018-03-02,1,"3,514","584,726"
508,美國,小丑,2019-10-03,9,1384111,330823025
509,日本,小偷家族,2018-07-13,1,67328,14488402
510,日本,小小夜曲,2019-11-22,3,917,205422
511,日本,小小戀歌,2019-10-04,1,2695,607538
512,荷蘭,小島來了陌生爸爸,2019-07-05,2,1132,225202
513,南韓,小森林,2018-06-15,1,862,"188,926"
514,法國,小活佛,2018-03-30,2,"1,643","336,355"
515,中華民國,小猫巴克里,2017-12-29,1,"11,635","2,653,213"
516,法國,小王子,2015-10-23,1,40,"8,290"
517,中華民國,小玩意,2018-04-27,3,554,"119,075"
518,中華民國,小美,2018-12-01,3,"5,232","1,180,592"
519,美國,小腳怪,2018-09-28,3,"100,407","22,061,340"
520,日本,小資女孩奮鬥記：遊樂園的奇蹟,2019-03-08,1,"1,974","413,354"
521,美國,小飛象,2019-03-29,1,380355,86346048
522,法國,小鬼作家養成班,2018-03-23,2,83,"16,960"
523,日本,少女與戰車劇場版,2016-05-13,5,"31,721","14,608,058"
524,義大利,少女車神,2017-09-15,1,"1,337","299,569"
525,法國,少女離家記,2016-03-25,1,1,200
526,美國,尖叫旅社3:怪獸假期,2018-07-19,1,"310,588","68,688,670"
527,法國,尖峰人生暫停一下,2018-12-21,1,"2,541","518,470"
528,日本,就是要妳愛上我,2019-04-19,3,889,"194,771"
529,美國,屄死人之夜,2018-10-31,2,110,"24,830"
530,英國,屋簷下的記憶,2019-03-22,1,315,"64,265"
531,加拿大,屍奶俱樂部,2018-05-04,1,137,"28,580"
532,加拿大,屍控療法,2019-12-13,2,509,106716
533,英國,屍控警戒,2018-09-07,3,995,"230,010"
534,美國,屍樂園：髒比雙拼,2019-10-09,3,63949,14356452
535,泰國,屍約,2017-10-20,1,"85,570","19,442,348"
536,南韓,屍落之城,2018-10-26,1,"55,323","12,146,404"
537,美國,屍落沙漠,2018-03-16,1,151,"31,730"
538,南韓,屍蹤7號房,2017-12-22,2,"1,870","406,180"
539,澳洲,屍速狂殺,2018-03-09,2,149,"30,535"
540,泰國,屍降,2019-03-29,3,"32,486","7,242,638"
541,日本,山田孝之的痛苦與榮耀,2019-11-08,1,761,161222
542,中華民國,山的那一邊,2018-09-07,1,"24,519","5,432,891"
543,英國,山那邊的青稞田,2019-01-18,1,344,"67,980"
544,日本,巧虎電影 魔法島大冒險,2019-01-18,5,40101,9497562
545,日本,巧虎電影魔法島大冒險,2019-01-18,8,40038,9482609
546,美國,巨齒鯊,2018-08-10,1,"698,074","162,289,851"
547,法國,巴黎A片現場,2019-05-17,4,600,124087
548,法國,巴黎之王：闇黑正義,2019-08-30,1,5008,1064952
549,法國,巴黎小情聖,2019-12-13,3,910,191000
550,法國,巴黎野玫瑰,2016-05-27,1,"2,769","626,555"
551,中華民國,市長夫人的秘密,2018-05-11,3,"21,135","4,643,490"
552,美國,布拉格的春天,2018-06-01,1,228,"40,200"
553,西班牙/德國/荷蘭,布紐爾 超現實人生,2019-11-29,2,647,140610
554,美國,布魯克林孤兒,2019-11-29,1,20628,4649434
555,芬蘭,希望在世界另一端,2017-12-29,1,"3,484","719,340"
556,義大利,希特勒對畢卡索：被奪取的名畫,2019-04-19,1,177,"37,353"
557,法國,希達的祕密花園,2018-10-27,1,8,800
558,美國,帕爾曼的音樂遍歷,2019-06-14,1,"13,128","3,024,218"
559,法國,師聲對決,2018-11-16,1,"5,554","1,122,786"
560,中華民國,帶我去月球,2017-12-01,1,"67,154","14,671,083"
561,南韓,帶我回家,2019-05-03,7,844,"183,630"
562,日本,平行世界的愛情故事,2019-09-06,10,1691,405130
563,中國大陸,平靜冬日,2019-04-29,1,1545,343298
564,中華民國,幸福城市,2018-10-26,1,"6,510","1,448,377"
565,中華民國,幸福定格,2018-11-30,1,11698,2662187
566,義大利,幸福的拉札洛,2019-04-26,2,7178,1549663
567,日本,幸福的黃手帕,2016-04-01,1,68,12020
568,美國,幸福綠皮書,2019-01-25,1,190271,43492877
569,阿根廷,幸福試用期,2019-12-27,7,547,107889
570,中華民國,幸福路上,2017-10-30,3,"61,383","12,905,209"
571,義大利,幸福騙局,2018-11-30,1,694,"141,180"
572,日本,幻之光,2018-06-08,1,"1,865","394,490"
573,新加坡,幻土,2018-12-28,1,305,"62,825"
574,美國,幻影枕邊書,2018-06-05,1,123,"20,680"
575,中華民國,幻術,2019-05-03,1,10487,2428280
576,日本,幼女戰記劇場版,2019-03-22,2,"7,472","1,894,592"
577,美國,底特律,2018-04-13,1,"1,031","241,986"
578,美國,庫爾斯克號: 深海救援,2019-03-22,1,71847,15326124
579,美國,庫爾斯克號:深海救援,2019-03-22,1,71782,15322549
580,印度,廁所愛情故事,2018-12-07,1,"2,484","419,460"
581,香港,廉政風雲煙幕,2019-02-05,2,"45,844","10,304,150"
582,美國,弒婚遊戲,2019-10-09,5,119154,26712202
583,中華民國,引爆點,2018-08-31,15,"30,088","6,769,316"
584,中華民國,強尼・凱克,2017-12-15,1,"3,459","758,294"
585,美國,彩虹小馬大電影,2017-10-06,4,"26,579","6,088,054"
586,中華民國,彩雲飛,2019-01-19,1,3,570
587,中國大陸,影,2018-12-20,1,"12,161","2,694,317"
588,法國,影像之書,2018-12-14,1,421,"89,847"
589,日本,彼岸花,2014-12-19,1,9,"1,800"
590,中華民國,後勁：王建民,2018-12-14,1,"26,852","6,210,078"
591,法國,從前的我們,2018-10-19,2,"1,819","386,302"
592,美國,從前，有個好萊塢,2019-07-24,1,157136,37481075
593,南韓,復仇母親,2019-12-13,2,3715,795150
594,美國,復仇者聯盟:終局之戰,2019-04-24,1,3492311,910456089
595,美國,復仇者聯盟：無限之戰,2018-04-25,1,"2,596,803","641,776,135"
596,美國,德魯大叔,2018-09-14,1,"18,008","4,258,751"
597,香港,心理罪之城市之光,2018-01-12,2,"5,212","1,121,421"
598,日本,心的故鄉～灣生的山與海的故事,2019-02-27,3,810,102
599,美國,忌日快樂,2017-10-20,1,"106,970","24,072,344"
600,南韓,忘了浪漫，記得你,2019-09-20,1,303,67833
601,英國,快樂王子：王爾德,2018-10-19,5,"1,886","406,471"
602,南韓,怎麼就，結婚了,2019-08-09,1,1141,251176
603,俄羅斯,怒戰天下,2018-05-11,1,666,"152,930"
604,美國,怒火邊界2：毒刑者,2018-08-03,2,"28,079","5,584,871"
605,美國,怨弒屋,2018-06-22,1,"1,949","435,615"
606,美國,怨靈古堡,2019-12-20,6,2719,601928
607,日本,怨靈少女組,2019-08-16,1,73,15668
608,俄羅斯,怪咖突擊隊,2018-12-07,5,66,"15,295"
609,美國,怪奇超自然,2019-11-29,4,147,33163
610,日本,怪物的孩子,2018-08-10,1,269,"54,065"
611,美國,怪物遊戲2：妖獸讚,2018-10-19,4,"50,966","10,816,112"
612,美國,怪獸與葛林戴華德的罪行,2018-11-15,4,"2,700","1,060,923"
613,美國,恐怖大媽,2019-05-31,2,78454,17802279
614,美國,恩德培行動,2018-04-04,1,"27,740","5,873,717"
615,香港,恭喜八婆,2019-02-27,1,"3,883","825,390"
616,美國,恰吉,2019-06-21,4,"72,462","16,378,829"
617,美國,悅讀：紐約公共圖書館,2018-06-01,1,"1,185","254,445"
618,日本,情牽拉麵茶,2019-06-06,1,1228,247249
619,義大利,情遇那不勒斯,2018-09-21,1,"2,791","568,674"
620,英國,情陷斯卡布羅,2019-09-27,2,389,74252
621,法國,情陷高達,2017-12-29,2,554,"117,820"
622,美國,情，敵,2019-03-15,1,8720,1743491
623,美國,惡孕,2019-04-12,4,294,"66,732"
624,南韓,惡鄰布局,2018-12-28,1,"3,486","793,299"
625,美國,惡靈捕手,2017-12-22,1,227,"51,555"
626,美國,惡魔島,2018-09-21,1,"170,707","39,230,874"
627,英國,惡魔突襲隊,2019-01-04,1,"2,400","485,043"
628,日本,想成為奧田民生的BOY與讓遇見的男人都瘋狂的GIRL,2018-01-12,2,794,"174,610"
629,芬蘭,意亂提琴手,2019-05-31,1,1311,254446
630,美國,意外,2018-02-09,2,"61,803","13,262,717"
631,美國,愛‧欺,2019-02-14,2,19577,4272420
632,美國,愛‧滿人間,2019-02-01,1,79954,18135124
633,中華民國,愛上卡夫卡,2019-01-04,1,"2,695","558,096"
634,塞爾維亞,愛上太空女神,2019-04-19,4,331,"66,508"
635,美國,愛上觸不到的你,2019-03-29,1,121639,28219672
636,日本,愛上謊言的女人,2018-05-04,3,"3,039","693,673"
637,日本,愛之病,2018-06-29,3,52,"11,180"
638,日本,愛哭鬼的棋蹟,2018-09-28,1,"1,314","287,158"
639,日本,愛在九月來臨前,2019-05-24,3,1056,237726
640,義大利,愛在盡頭遇見你,2018-04-20,2,744,"149,765"
641,法國,愛情不輪轉,2018-06-29,1,"2,715","564,622"
642,波蘭,愛情合眾國,2018-11-09,5,436,"90,355"
643,泰國,愛情太需要翻譯,2019-03-29,1,957,"213,844"
644,英國,愛情摩天輪,2018-01-19,3,"4,037","889,111"
645,德國,愛情無論如何,2018-09-07,5,"1,646","354,527"
646,中華民國,愛情線索2：奇妙關係,2018-05-11,2,"2,213","494,920"
647,法國,愛情賭徒,2018-11-30,1,757,"166,105"
648,法國,愛情零極限,2019-03-22,1,582,"112,740"
649,德國,愛情，別來無恙,2017-10-27,1,798,"170,438"
650,法國,愛愛後當機,2018-02-23,2,"1,135","200,875"
651,西班牙,愛愛馬德里,2018-10-05,5,678,"147,890"
652,義大利,愛慾圓舞曲,2018-09-21,1,77,"16,670"
653,法國,愛波的異想世界,2018-06-01,2,234,"51,350"
654,日本,愛的奴隸,2018-12-07,1,398,"88,160"
655,印尼,愛的所有格,2018-08-17,2,273,"57,090"
656,日本,愛的飢渴,2018-06-05,1,218,"37,220"
657,日本,愛與別離的夏威夷,2018-03-23,1,767,"163,400"
658,英國,愛麗絲夢遊仙境,2018-09-27,1,375,"257,600"
659,西班牙,愛麗絲的黑盒子,2018-06-15,3,56,"13,140"
660,日本,愛，不由自主,2018-01-26,5,"2,994","669,845"
661,英國,愛，留在海灘那一天,2018-07-06,1,"3,665","780,791"
662,法國,感謝上帝,2019-05-10,1,2527,538517
663,美國,憂步,2018-11-09,4,20,"4,450"
664,美國,憤怒鳥玩電影2：冰的啦！,2019-08-14,1,88793,19631671
665,中華民國,憨嘉,2018-11-09,4,"1,641","361,957"
666,法國,懸案判決,2019-08-09,1,4561,936163
667,丹麥,懸案密碼-第64號,2019-06-14,1,21659,4580333
668,丹麥,懸案密碼前傳-瓶中信,2019-11-29,1,5205,1134279
669,加拿大,懼嬰,2018-03-09,2,111,"22,150"
670,日本,戀上小鮮肉,2019-09-20,1,29,6485
671,日本,戀戀銅鑼燒,2019-07-27,1,7,"1,100"
672,南韓,成為母親之後,2018-05-04,1,392,84300
673,美國,我們,2019-03-22,1,273949,63212121
674,日本,我們的50次初吻,2018-09-07,14,"3,023","678,150"
675,美國,我們的輕狂年代,2016-11-18,1,"1,130","234,710"
676,中華民國,我們的青春，在台灣,2019-04-12,1,13946,3127179
677,巴西,我們都一樣,2018-04-27,1,126,"26,920"
678,德國,我出去透透氣,2019-08-02,1,1398,278923
679,南韓,我只是個計程車司機,2017-09-08,1,"176,311","39,399,150"
680,印度,我和我的冠軍女兒,2017-03-24,1,"728,367","166,991,891"
681,美國,我和我的摔角家庭,2019-04-04,10,"52,468","11,192,067"
682,美國,我唾棄你的墳墓3,2019-04-26,1,"1,183","261,310"
683,日本,我在妳的床下,2019-09-06,2,294,65703
684,美國,我家有個開心農場,2019-09-12,1,8018,1726293
685,日本,我很好,2018-09-14,3,820,"188,956"
686,法國,我心渴望的陽光,2018-03-09,6,"1,457","301,120"
687,日本,我想吃掉你的胰臟,2017-10-06,1,"19,322","4,410,135"
688,美國/黎巴嫩,我想有個家,2019-02-08,1,"15,956","3,367,695"
689,法國,我想要你記得＿,2018-11-16,1,"2,202","493,543"
690,法國,我愛妳，妳愛她,2016-05-20,1,265,"56,345"
691,法國,我愛愛愛你,2017-12-22,2,582,"125,295"
692,中華民國,我是一片雲,2019-08-18,1,24,4470
693,南韓,我是一隻貓,2018-05-04,2,277,"62,410"
694,義大利,我是你轉世老爸,2018-04-27,2,744,"153,865"
695,英國,我是女生,2018-05-25,1,851,"192,242"
696,羅馬尼亞,我為愛做過的傻事,2017-10-20,1,1427,295270
697,日本,我的傲嬌男友,2019-02-14,4,"2,274","518,814"
698,瑞士,我的冠軍男友,2018-08-10,4,"1,184","255,940"
699,印度,我的嗝嗝老師,2018-11-02,1,"18,094","3,763,883"
700,南韓,我的嘻哈我的家,2019-01-18,1,71,"15,430"
701,日本,我的女友是魔法師,2019-09-12,1,880,185903
702,瑞典,我的妹妹萌奇,2018-10-26,2,55,"10,590"
703,西班牙,我的媽咪金搖擺,2018-09-14,1,721,"160,738"
704,西班牙,我的家人歐買尬,2018-06-15,2,884,"182,339"
705,法國,我的巴黎舅舅,2019-04-03,1,2488,497935
706,法國,我的情敵是冰箱,2019-11-15,1,184,41560
707,南韓,我的惹火上司,2019-04-04,6,100,"21,930"
708,日本,我的意外爸爸,2013-10-25,1,582,115305
709,法國,我的抓狂(女)友,2018-07-27,3,911,"198,943"
710,法國,我的教練我們的菜,2019-06-06,4,677,146608
711,日本,我的朋友霸王龍,2019-10-25,1,2514,569270
712,日本,我的爸爸是壞蛋冠軍,2019-01-18,1,"2,150","450,843"
713,中華民國,我的第一任,2019-05-17,11,3944,894913
714,法國,我的美麗爸爸,2018-04-13,4,334,"66,495"
715,以色列,我的蛋糕師情人,2018-06-15,3,"3,297","706,275"
716,中華民國,我的靈魂是愛做的,2019-12-06,5,5539,1228371
717,中華民國,我的青春都是你,2019-07-05,1,7699,1744430
718,南韓,我要復仇,2018-06-15,5,954,"213,787"
719,美國,我要活下去,2018-01-05,1,"5,179","824,422"
720,英國,我要為你呼吸,2017-11-03,4,"27,789","5,980,710"
721,中華民國,我親愛的父親,2019-09-20,1,1465,319159
722,日本,我變笨了，請多多指教。,2019-09-20,1,2529,541282
723,美國,我送阿姆斯壯上月球,2018-10-12,1,93,"20,185"
724,美國,我願意,2018-08-24,1,"6,335","1,073,071"
725,美國,戮營謎,2018-10-05,1,249,"55,020"
726,英國,戲夢巴黎,2018-09-14,1,"1,983","412,140"
727,愛爾蘭,房剋,2018-05-25,1,141,"29,840"
728,法國,找藉口有限公司,2017-12-08,1,"3,339","737,548"
729,泰國,把哥哥退貨可以嗎,2018-07-20,1,"43,278","9,180,250"
730,法國,抓狂博物館,2019-12-06,2,417,87492
731,瑞典,抓狂美術館,2018-01-19,1,"8,628","1,931,161"
732,英國,抱歉我們錯過你了,2019-11-15,1,2786,584082
733,美國,抹大拉的馬利亞,2018-03-23,2,"4,068","908,209"
734,義大利,拉斐爾：藝術之王,2018-06-08,2,932,"203,130"
735,日本,拉普拉斯的魔女,2018-06-22,1,"10,903","2,534,232"
736,美國,拍厲得,2019-11-08,1,3680,814422
737,英國,招魂修道院,2019-06-06,2,1004,231011
738,美國,拳力逃脫,2018-08-17,1,"52,480","11,036,862"
739,美國,捍衛任務3：全面開戰,2019-05-15,5,626756,142867200
740,美國,捍衛生死線,2019-01-11,1,"51,334","11,243,585"
741,香港,掃毒2 天地對決,2019-07-05,1,181034,40770948
742,加拿大,控制效應,2018-11-02,3,61,"14,205"
743,美國,推倒白宮的男人,2017-11-10,1,"12,998","2,690,725"
744,法國,插心之刀,2019-09-06,1,100,21485
745,南韓,換季男友,2018-05-18,3,"2,582","593,734"
746,南韓,揭密風暴,2018-07-20,1,633,"137,420"
747,法國,搖擺浮生錄,2017-12-08,1,397,"81,740"
748,南韓,搖擺男孩,2019-01-11,5,"3,150","22,222"
749,美國,搖滾啓示錄,2018-06-04,1,215,"37,700"
750,法國,搖滾少女聖貞德,2018-06-03,1,142,"24,600"
751,中華民國,搖滾樂殺人事件,2018-09-14,1,"5,870","1,333,904"
752,瑞典,搖滾男孩狂想曲,2019-01-18,4,441,"98,630"
753,法國,搶救失業大作戰,2019-05-03,1,1693,346533
754,香港,搶紅,2018-01-26,1,175,"39,760"
755,美國,摩天大樓,2018-07-12,1,"812,038","187,916,572"
756,美國,摯友維尼,2018-08-03,1,"103,333","23,510,154"
757,美國,撕裂遊戲,2018-04-20,2,15,"3,150"
758,南韓,操控遊戲,2018-06-08,4,"1,749","401,788"
759,英國,攔截異種,2017-12-01,1,"1,495","303,220"
760,美國,攝魂修女院,2019-02-15,3,"1,676","369,600"
761,美國,改革好萊塢,2019-11-22,2,148,32390
762,法國,放牛班的提琴手,2017-12-08,1,420,"81,170"
763,美國,救火奶爸,2019-11-08,1,19674,4467892
764,義大利,教宗與他的12件收藏,2018-07-06,1,"1,358","270,590"
765,美國,教父I,1972-01-01,2,5009,1307532
766,美國,教父II,1974-01-01,2,3713,985014
767,美國,敦克爾克大行動,2017-07-20,1,"453,406","113,575,145"
768,俄羅斯,文字慾,2019-05-31,2,517,96930
769,日本,文豪STRAYDOGS劇場版［DEADAPPLE］,2018-05-04,4,"11,206","2,734,129"
770,日本,斬、,2018-12-28,4,912,"192,673"
771,日本,新參者完結篇：當祈禱落幕時,2018-05-25,1,"11,826","2,634,293"
772,義大利,新天堂樂園,2016-04-08,1,834,147380
773,法國,新橋戀人,2018-12-28,1,4551,980390
774,日本,新聞記者,2019-10-20,2,1751,381538
775,法國,斷了氣,2017-10-23,1,232,"47,830"
776,日本,旅貓日記,2019-01-04,1,"8,511","1,909,338"
777,日本,日日是好日,2019-02-01,1,"10,292","2,224,635"
778,中華民國,日落之前,2019-05-31,1,3614,792869
779,美國,昆汀超集8,2019-10-25,7,822,179575
780,泰國,明天，最後一天,2018-09-21,1,989,"219,617"
781,中華民國,明日之星,2018-10-19,4,"6,579","1,415,786"
782,英國,星界離魂,2019-08-30,1,119,26365
783,澳洲,星際叛將：歐西里斯之子,2018-01-05,3,"1,722","345,354"
784,美國,星際大戰外傳:韓索羅,2018-05-23,1,"125,532","29,598,947"
785,美國,星際救援,2019-09-20,4,146014,34110908
786,英國,春光之境,2018-04-13,1,"1,509","323,625"
787,日本,春宵苦短，少女前進吧！,2017-09-29,1,"2,771","684,206"
788,中華民國,春寒,2019-01-05,1,25,"2,950"
789,中華民國,春風+亮亮與噴子,2018-06-25,1,35,"5,175"
790,美國,是誰在搞鬼,2019-08-09,2,267,"59,857"
791,日本,時光沙漏,2019-12-27,7,1877,456732
792,美國,時尚教父的福音,2018-06-01,7,770,"167,357"
793,英國,時尚鬼才: McQueen,2018-06-15,1,"4,770","1,082,496"
794,英國,時尚鬼才:McQueen,2018-06-15,1,"4,886","1,101,146"
795,美國,時間之旅,2018-11-23,1,330,"71,775"
796,日本,普羅米亞,2019-08-16,6,75726,20950906
797,加拿大,暗影人,2019-11-22,4,142,30779
798,美國,暗算,2018-08-31,1,"1,530","303,817"
799,法國,暴動之城,2018-06-01,1,"2,811","596,535"
800,美國,暴走曼哈頓,2019-11-29,2,31770,7057798
801,泰國,暹羅訣九神戰甲,2018-09-07,1,"2,719","610,636"
802,美國,曼蒂,2018-10-31,4,193,"43,025"
803,中華民國,最乖巧的殺人犯,2019-08-30,2,1316,302780
804,南韓,最後的禮物,2018-05-18,3,"2,298","501,436"
805,美國,最後的華爾滋,2018-06-02,1,182,"31,220"
806,日本,最後的食譜：麒麟之舌,2018-01-22,1,"8,703","1,902,704"
807,美國,最後相愛的日子,2018-04-13,9,"2,273","478,449"
808,中華民國,最是橙黃橘綠時,2019-03-15,3,"1,600","366,394"
809,南韓,最美的約定,2017-12-22,1,"1,309","269,710"
810,法國,最美麗的意外,2017-11-17,1,"1,168","219,645"
811,突尼西亞,最親愛的陌生兒子,2019-06-21,3,534,111514
812,法國,最酷的旅伴,2018-04-03,1,"13,993","3,001,325"
813,美國,最黑暗的時刻,2018-01-05,1,"37,519","8,347,309"
814,美國,月光光新慌慌,2018-10-19,1,"115,553","26,193,958"
815,中華民國,有一種喜歡,2018-03-30,2,"39,599","8,872,786"
816,中華民國,有五個姊姊的我就註定要單身了啊！,2018-11-16,1,"20,345","4,351,393"
817,南韓,朝鮮名偵探3：吸血鬼的祕密,2018-03-23,4,316,"68,270"
818,中華民國,未來無恙,2019-08-30,1,5855,1268818
819,日本,未來的未來,2018-08-17,1,"55,456","12,691,708"
820,南韓,未來的青春筆記,2019-01-25,2,600,"139,339"
821,日本,未成年愛狠大,2018-04-20,1,560,"127,180"
822,美國,末世異種,2018-05-04,1,"4,434","1,007,383"
823,美國,末日孤行,2019-03-08,3,302,"65,965"
824,美國,末日血戰,2018-11-09,1,33,"7,770"
825,英國,朱門巧婦(英國國家劇院現場),2018-10-19,1,570,"365,520"
826,南韓,朴烈：逆權年代,2018-03-16,1,583,"126,060"
827,美國,朵拉與失落的黃金城,2019-08-09,1,63897,14040397
